original_path,final_path,media_type,date_folder,location,location_source,duplicate_of
E:\Drone\101MEDIA\DJI_0004.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0004.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0005.JPG,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-10-01\DJI_0005.JPG",photo,2023-10-01,"Palm Harbor, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0005.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-24\DJI_0005.MP4",video,2023-02-24,"South Highpoint, Florida, US",same-day,
E:\Drone\101MEDIA\DJI_0006.JPG,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-10-01\DJI_0006.JPG",photo,2023-10-01,"Palm Harbor, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0007.JPG,"E:\Drone\__reorganized_tmp__\Saint Petersburg, Florida, US\2023-10-03\DJI_0007.JPG",photo,2023-10-03,"Saint Petersburg, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0008.MP4,"E:\Drone\__reorganized_tmp__\Saint Petersburg, Florida, US\2023-10-03\DJI_0008.MP4",video,2023-10-03,"Saint Petersburg, Florida, US",same-day,
E:\Drone\101MEDIA\DJI_0009.JPG,"E:\Drone\__reorganized_tmp__\Saint Petersburg, Florida, US\2023-10-03\DJI_0009.JPG",photo,2023-10-03,"Saint Petersburg, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0010.JPG,"E:\Drone\__reorganized_tmp__\Saint Petersburg, Florida, US\2023-10-03\DJI_0010.JPG",photo,2023-10-03,"Saint Petersburg, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0011.JPG,"E:\Drone\__reorganized_tmp__\Saint Petersburg, Florida, US\2023-10-03\DJI_0011.JPG",photo,2023-10-03,"Saint Petersburg, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0012.JPG,"E:\Drone\__reorganized_tmp__\Saint Petersburg, Florida, US\2023-10-03\DJI_0012.JPG",photo,2023-10-03,"Saint Petersburg, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0013.JPG,"E:\Drone\__reorganized_tmp__\Saint Petersburg, Florida, US\2023-10-03\DJI_0013.JPG",photo,2023-10-03,"Saint Petersburg, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0014.MP4,"E:\Drone\__reorganized_tmp__\Saint Petersburg, Florida, US\2023-10-03\DJI_0014.MP4",video,2023-10-03,"Saint Petersburg, Florida, US",same-day,
E:\Drone\101MEDIA\DJI_0015.JPG,"E:\Drone\__reorganized_tmp__\Tarpon Springs, Florida, US\2023-10-04\DJI_0015.JPG",photo,2023-10-04,"Tarpon Springs, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0016.JPG,"E:\Drone\__reorganized_tmp__\Tarpon Springs, Florida, US\2023-10-04\DJI_0016.JPG",photo,2023-10-04,"Tarpon Springs, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0017.JPG,"E:\Drone\__reorganized_tmp__\Tarpon Springs, Florida, US\2023-10-04\DJI_0017.JPG",photo,2023-10-04,"Tarpon Springs, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0020.JPG,"E:\Drone\__reorganized_tmp__\Tarpon Springs, Florida, US\2023-10-04\DJI_0020.JPG",photo,2023-10-04,"Tarpon Springs, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0021.JPG,"E:\Drone\__reorganized_tmp__\Tarpon Springs, Florida, US\2023-10-04\DJI_0021.JPG",photo,2023-10-04,"Tarpon Springs, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0022.JPG,"E:\Drone\__reorganized_tmp__\Tarpon Springs, Florida, US\2023-10-04\DJI_0022.JPG",photo,2023-10-04,"Tarpon Springs, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0024.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-10-05\DJI_0024.MP4,video,2023-10-05,Unknown Location,fallback,
E:\Drone\101MEDIA\DJI_0026.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-10-05\DJI_0026.MP4,video,2023-10-05,Unknown Location,fallback,
E:\Drone\101MEDIA\DJI_0027.JPG,"E:\Drone\__reorganized_tmp__\Tarpon Springs, Florida, US\2023-10-04\DJI_0027.JPG",photo,2023-10-04,"Tarpon Springs, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0028.JPG,"E:\Drone\__reorganized_tmp__\Tarpon Springs, Florida, US\2023-10-04\DJI_0028.JPG",photo,2023-10-04,"Tarpon Springs, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0029.JPG,"E:\Drone\__reorganized_tmp__\Tarpon Springs, Florida, US\2023-10-04\DJI_0029.JPG",photo,2023-10-04,"Tarpon Springs, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0030.JPG,"E:\Drone\__reorganized_tmp__\Tarpon Springs, Florida, US\2023-10-04\DJI_0030.JPG",photo,2023-10-04,"Tarpon Springs, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0031.JPG,"E:\Drone\__reorganized_tmp__\Tarpon Springs, Florida, US\2023-10-04\DJI_0031.JPG",photo,2023-10-04,"Tarpon Springs, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0032.JPG,"E:\Drone\__reorganized_tmp__\Tarpon Springs, Florida, US\2023-10-04\DJI_0032.JPG",photo,2023-10-04,"Tarpon Springs, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0033.JPG,"E:\Drone\__reorganized_tmp__\Tarpon Springs, Florida, US\2023-10-04\DJI_0033.JPG",photo,2023-10-04,"Tarpon Springs, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0034.JPG,"E:\Drone\__reorganized_tmp__\Tarpon Springs, Florida, US\2023-10-04\DJI_0034.JPG",photo,2023-10-04,"Tarpon Springs, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0035.JPG,"E:\Drone\__reorganized_tmp__\Tarpon Springs, Florida, US\2023-10-04\DJI_0035.JPG",photo,2023-10-04,"Tarpon Springs, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0036.JPG,"E:\Drone\__reorganized_tmp__\Tarpon Springs, Florida, US\2023-10-04\DJI_0036.JPG",photo,2023-10-04,"Tarpon Springs, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0303.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-24\DJI_0303.MP4",video,2023-02-24,"South Highpoint, Florida, US",same-day,
E:\Drone\101MEDIA\DJI_0304.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-24\DJI_0304.MP4",video,2023-02-24,"South Highpoint, Florida, US",same-day,
E:\Drone\101MEDIA\DJI_0305.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0305.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0306.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0306.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0307.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0307.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0308.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0308.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0309.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0309.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0310.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0310.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0311.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0311.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0312.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0312.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0313.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0313.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0314.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0314.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0315.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0315.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0316.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-24\DJI_0316.MP4",video,2023-02-24,"South Highpoint, Florida, US",same-day,
E:\Drone\101MEDIA\DJI_0317.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-24\DJI_0317.MP4",video,2023-02-24,"South Highpoint, Florida, US",same-day,
E:\Drone\101MEDIA\DJI_0318.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0318.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0319.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0319.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0320.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0320.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0321.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0321.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0322.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0322.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0323.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0323.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0324.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0324.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0325.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0325.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0326.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0326.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0327.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0327.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0328.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0328.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0329.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0329.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0330.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0330.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0331.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0331.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0332.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0332.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0333.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0333.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0334.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0334.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0335.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0335.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0336.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0336.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0337.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0337.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0338.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0338.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0339.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0339.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0340.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0340.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0341.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0341.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0342.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0342.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0343.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0343.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0344.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0344.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0345.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0345.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0346.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0346.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0347.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0347.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0348.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0348.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0349.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0349.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0350.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0350.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0351.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0351.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0352.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0352.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0353.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0353.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0354.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0354.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0355.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0355.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0356.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0356.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0357.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0357.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0358.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0358.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0359.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0359.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0360.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0360.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0361.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0361.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0362.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0362.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0363.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0363.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0364.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0364.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0365.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0365.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0366.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0366.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0367.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0367.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0368.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0368.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0369.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0369.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0370.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0370.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0371.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0371.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0372.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0372.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0373.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0373.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0374.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0374.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0375.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0375.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0376.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0376.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0377.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0377.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0378.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0378.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0379.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0379.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0380.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0380.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0381.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0381.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0382.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0382.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0383.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0383.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0384.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-24\DJI_0384.MP4",video,2023-02-24,"South Highpoint, Florida, US",same-day,
E:\Drone\101MEDIA\DJI_0385.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0385.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0386.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0386.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0387.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0387.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0388.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0388.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0389.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0389.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0390.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0390.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0391.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0391.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0392.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0392.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0393.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0393.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0394.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0394.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0395.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0395.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0396.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0396.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0397.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0397.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0398.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0398.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0399.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0399.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0400.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0400.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
E:\Drone\101MEDIA\DJI_0401.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-23\DJI_0401.JPG",photo,2023-02-23,"South Highpoint, Florida, US",gps,
