source_path,final_path,status,date_folder,location,location_source,matched_existing
D:\Home\Drone-turtles\DCIM\100MEDIA\DJI_0933.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0933.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\100MEDIA\DJI_0934.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0934.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\100MEDIA\DJI_0935.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0935.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\100MEDIA\DJI_0936.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0936.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\100MEDIA\DJI_0937.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0937.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\100MEDIA\DJI_0938.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0938.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\100MEDIA\DJI_0939.MP4,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0939.MP4",moved,2023-08-14,"Clearwater, Florida, US",same-day,
D:\Home\Drone-turtles\DCIM\100MEDIA\DJI_0940.MP4,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0940.MP4",moved,2023-08-14,"Clearwater, Florida, US",same-day,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0001.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0001.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0002.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0002.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0003.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0003.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0004.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0004.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0005.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0005.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0006.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0006.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0007.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0007.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0008.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0008.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0009.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0009.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0010.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0010.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0011.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0011.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0012.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0012.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0013.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0013.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0014.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0014.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0015.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0015.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0016.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0016.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0017.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0017.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0018.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0018.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0019.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0019.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0020.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0020.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0021.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0021.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0022.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0022.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0023.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0023.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0024.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0024.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0025.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0025.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0026.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0026.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0027.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0027.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0028.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0028.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0865\DJI_0029.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0029.JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0866\DJI_0001.JPG,"E:\Drone\Tierra Verde, Florida, US\2023-07-21\DJI_0001 (2).JPG",moved,2023-07-21,"Tierra Verde, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0001.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0001.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0002.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0002.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0003.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0003.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0004.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0004.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0005.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0005.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0006.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0006.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0007.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0007.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0008.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0008.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0009.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0009.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0010.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0010.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0011.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0011.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0012.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0012.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0013.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0013.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0014.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0014.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0015.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0015.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0016.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0016.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0017.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0017.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0018.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0018.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0019.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0019.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0020.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0020.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0021.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0021.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0022.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0022.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0023.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0023.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0024.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0024.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0025.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0025.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0026.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0026.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0027.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0027.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0028.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0028.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0029.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0029.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0030.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0030.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0031.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0031.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0032.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0032.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0033.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0033.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0034.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0034.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0907\DJI_0035.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0035.JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
D:\Home\Drone-turtles\DCIM\PANORAMA\100_0908\DJI_0001.JPG,"E:\Drone\Clearwater, Florida, US\2023-08-14\DJI_0001 (2).JPG",moved,2023-08-14,"Clearwater, Florida, US",gps,
